"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Elastic Container Service for Kubernetes($)","Relational Database Service($)","CloudWatch($)","Elastic Load Balancing($)","EC2 Container Registry (ECR)($)","S3($)","Cost Explorer($)","Service Catalog($)","Route 53($)","DynamoDB($)","Secrets Manager($)","SQS($)","SNS($)","Key Management Service($)","Lambda($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-10-27","45.643544125","7.8632477518","7.4405820702","2.4","2.3465618406","0.6451612992","0.5736180444","0.0844250568","0.0269307356","0.01","0.0231","0.0000208","0.0213120456","0.0125155912","0.0017572","0.0000201796","0.0027","","","0.0000017527","0.0000014349","0","0","","67.0954999276"
"2024-10-28","45.6435723284","7.8640207867","7.4405925099","2.4","2.3463748475","0.6451612992","0.5736278668","0.0844250568","0.0270996827","0.01","0.0098","0.0000508","0.0213120456","0.0130732256","0.0017564","0.0000201786","0.0027","","","0.0000017542","0.0000014349","0","0","","67.0835902169"
"2024-10-29","45.6436389254","7.8764847785","7.4405888169","2.4","2.3443050806","0.6451612992","0.5736351557","0.0844250568","0.0274410147","0.01","0.0042","0.0000324","0.0213120456","0.0130632256","0.002548","0.0000261796","0.002775","","","0.0000015057","0.0000014349","0","0","","67.0896399192"
"2024-10-30","45.643573312","7.8651042606","7.4406476054","2.4","2.346948171","0.6451612992","0.5736720446","0.0844250568","0.0277012592","","0.0028","0.0000644","0.0213120456","0.0131132256","0.0035551561","0.0000294435","0.0027","","","0.0000020076","0.0000014349","0","0","","67.0708107221"
"2024-10-31","45.6435509964","7.8650923016","7.4406249597","2.4","2.3451694538","0.6451612992","0.573612089","0.0844250568","0.0276971889","0.01","0.0028","0.000024","0.0213120456","0.0130932256","0.0034908","0.0000261786","0.0027","","","0.0000017591","0.0000019128","0","0","","67.0787832671"
"2024-11-01","45.6435714027","8.0831009126","7.4406353841","2.4","2.3475705596","0.0266666664","0.5736081334","0.0872392224","0.0282964053","0.01","0","1.0000244","0.021312","0.0135033344","0.0034936","0.0000001796","0.001296","","","0.0000015052","0.0000014349","0","0","","67.6803211406"
"2024-11-02","45.6435604146","8.0392229319","7.440676147","2.4","2.3463233729","0.66666666","0.5736073332","0.0872392224","0.0281313924","0.01","0","0.0000076","0.021312048","0.0135033344","0.0034908","0.0000001787","0.0027","","","0.0000020071","0.0000019128","0","0","","67.2764453554"
"2024-11-03","45.6435397014","8.0357558176","7.4406257865","2.4","2.3446298128","0.66666666","0.573612089","0.0872392224","0.028211392","0.01","0","0.0000208","0.021312048","0.0134833344","0.0034828","0.0000001796","0.0027","","","0.0000017542","0.0000014349","0","0","","67.2712828328"
"2024-11-04","45.6327745601","8.036093064","7.4406320617","2.4","2.3466225695","0.66666666","0.5736009778","0.0872392224","0.0282901583","0.01","0","0.0000088","0.021312048","0.0134933344","0.0034828","0.0000001796","0.0027","","","0.0000015057","0.0000019128","0","0","","67.2629198543"
"2024-11-05","45.6440558304","8.0368437211","7.4406416844","2.4","2.3466597562","0.66666666","0.5736273334","0.0872392224","0.027957591","0.01","0","0.0000276","0.021312048","0.0134833344","0.0035152","0.0000001787","0.0027","","","0.0000017591","0.0000014349","0","0","","67.274733354"
"2024-11-06","45.6441132415","8.0471709034","7.440630176","2.4","2.3448214362","0.66666666","0.5736002667","0.0872392224","0.027786325","0.05","0","0.0000052","0.021312048","0.0134833344","0.003484","0.0000186787","0.0027","","","0.0000017542","0.0000019128","0","0","","67.3230351593"
"2024-11-07","45.6441257758","8.0372830827","7.4406273374","2.4","2.3455194928","0.66666666","0.5736003556","0.0872392224","0.0282113922","0.06","0","0.00002","0.021312048","0.0135033344","0.0034876","0.0000216787","0.0015","","","0.0000015057","0.0000019128","0","0","","67.3231213985"
"2024-11-08","45.6440917721","8.0375582187","7.4406000906","2.4","2.3471818161","0.66666666","0.5736002667","0.0872392224","0.0298497171","0.05","0","0.0000032","0.021312048","0.0135033344","0.0034948","0.0000260262","","","","0.0000020071","0.0000014349","0","0","0","67.3151306143"
"2024-11-09","45.6440783317","8.0374926808","7.440566915","2.4","2.3432644963","0.66666666","0.5736002667","0.0872392224","0.0282113925","0.05","0","0.000014","0.021312048","0.0135233344","0.0034916","0.0000276787","","","","0.0000020066","0.0000019128","0","0","","67.3094925459"
"2024-11-10","45.6441057644","8.0369775286","7.4405664081","2.4","2.345438983","0.66666666","0.5736002667","0.0872392224","0.0284664328","0.06","0","0.0000428","0.021312048","0.0135133344","0.0034948","0.0000291796","","","","0.0000015042","0.0000019128","0","0","","67.321456845"
"2024-11-11","45.6441370179","8.0382548759","7.4408894392","2.4","2.3481689631","0.66666666","0.5736676679","0.0872392224","0.0292752643","0.04","0","0.0000288","0.021312048","0.0129077788","0.00359","0.000047709","0.0018","","","0.0000017537","0.0000014349","0","0","","67.3079886351"
"2024-11-12","45.6442050881","8.0479166669","7.4407795906","2.4","2.3479984494","0.66666666","0.5736633241","0.0872392224","0.0428680832","0.05","0.0042","0.0000264","0.021312048","0.0134733344","0.0031735407","0.0000363342","0.00348","","","0.0000017586","0.0000014349","0","0","","67.3470419355"
"2024-11-13","45.6441093176","8.0721619861","7.4409744507","2.4","2.3437234128","0.66666666","0.5737467229","0.0879351164","0.0318033249","0.06","0.0035","0.0001056","0.021312048","0.0134433344","0.0033383164","0.0001676225","0.00336","","","0.0000015052","0.0000019128","0","0","","67.3663513307"
"2024-11-14","45.6441968928","8.1783213383","7.4433375391","2.4","2.3460210996","0.66666666","0.5737920388","0.089059985","0.0456231793","0.05","0.0042","0.0000396","0.021312048","0.0128977788","0.0034452651","0.0003672828","0.00342","","","0.0000017591","0.0000019128","0","0","","67.4827043795"
"2024-11-15","45.6440947028","8.0477003675","7.4431639571","2.4","2.3449316392","0.66666666","0.5736157856","0.0900858144","0.0286888425","0.05","0.0035","0.0000136","0.021312048","0.0134733344","0.0033173244","0.000054908","0.00354","","","0.0000017542","0.0000014349","0","0","","67.334162173"
"2024-11-16","45.6441197288","8.0685619035","7.4406306787","2.4","2.3453852962","0.66666666","0.5736190819","0.0900858144","0.0282085293","0.05","0.0049","0.00001","0.021312048","0.0134233344","0.0034976","0.0000227861","0.00342","","","0.0000015057","0.0000014349","0","0","","67.3538664019"
"2024-11-17","45.6440988916","8.0368259019","7.4406250364","2.4","2.345356263","0.66666666","0.5738247978","0.0900858144","0.0449287945","0.05","0.0042","0.0000112","0.021312048","0.0134533344","0.0055355738","0.001006202","0.00348","","","0.0000017532","0.0000019128","0","0","","67.3414141838"
"2024-11-18","45.6441642042","8.0970402178","7.746302068","2.4","2.3488456695","0.66666666","0.5736070617","0.0903191104","0.0326994281","0.05","0.0042","0.000014","0.021312048","0.0134633344","0.0044416","0.0002826582","0.00354","","","0.0000015052","0.0000014349","0","0","","67.6969010004"
"2024-11-19","45.4231501065","8.2912260988","7.4418751827","2.4","2.3432268729","0.66666666","0.5736674185","0.0904016856","0.0350779222","0.07","0.0042","0.0000304","0.021312048","0.0134983344","0.0054878835","0.0006578631","0.00354","","","0.0000020076","0.0000019128","0","0","","67.3840223966"
"2024-11-20","45.6444875926","8.0396817775","7.4406261746","2.4","2.3474095128","0.66666666","0.5736002667","0.0904016856","0.0395824191","0.05","0.0042","0.0000092","0.021312048","0.0134433344","0.0063678672","0.0011354268","0.00336","","","0.0000015057","0.0000014349","0","0","","67.3422869059"
"2024-11-21","45.4693361598","8.036834211","7.4406656848","2.4","2.3443042096","0.66666666","0.5736002667","0.0904016856","0.0294619997","0.05","0.0042","0.0000028","0.021312048","0.0134533344","0.0021370002","0.000120478","0.00354","","","0.0000017591","0.0000014349","0","0","","67.1460397318"
"2024-11-22","45.6444683271","8.0391627643","7.4407297257","2.4","2.349116283","0.66666666","0.5736002667","0.0904016856","0.0313637076","0.05","0.0035","0.0000108","0.021312048","0.0134433344","0.0018916","0.0000784785","0.002598","","","0.0000017586","0.0000019128","0","0","","67.3283473523"
"2024-11-23","45.6444110729","8.0375009386","7.4407390763","2.4","2.3422148694","0.66666666","0.5736002667","0.0904016856","0.0286000735","0.04","0.0035","0.0000052","0.021312048","0.0134433344","0.0017512","0.0000216798","0.003345","","","0.0000015057","0.0000014349","0","0","","67.3075160458"
"2024-11-24","45.6444129989","8.0367881632","7.4407425819","2.4","2.3486052128","0.66666666","0.5736002667","0.0904016856","0.0284234028","0.06","0.0042","0.0000076","0.021312048","0.0134533344","0.0017524","0.0000156798","0.00354","","","0.0000017586","0.0000014349","0","0","","67.3339252276"
"2024-11-25","45.6444509971","8.0377384238","7.4407316093","2.4","2.3441715563","0.66666666","0.5736545154","0.0904016856","0.0363706543","0.05","0.0042","0.0000076","0.021312048","0.0134433344","0.0024816946","0.0002219627","0.00342","","","0.0000015057","0.0000014349","0","0","","67.3292756821"
"2024-11-26","45.6445212744","8.0504655153","7.4406860851","2.4","2.3443586542","0.66666666","0.5736002667","0.0904016856","0.0324186842","0.06","0.0035","0.0000036","0.021312048","0.0128977788","0.0024318991","0.0001808756","0.00336","","","0.0000015057","0.0000014349","0","0","","67.3468079676"
"2024-11-27","45.6444026304","8.0373248188","7.4406849144","2.4","2.3465044684","0.66666666","0.5736002667","0.0904016856","0.0383684503","0.07","0.0042","0.0000064","0.021312048","0.0134433344","0.0026505534","0.0002414209","0.00336","","","0.0000020061","0.0000019128","0","0","","67.3531715702"
"2024-11-28","42.6618323827","8.0372241332","7.4406821534","2.4","2.348207463","0.66666666","0.5736002667","0.0904016856","0.0346452572","0.05","0.0042","0.0000036","0.021312048","0.0134433344","0.0030713913","0.0003515488","0.00336","","","0.0000015047","0.0000014349","0","0","","64.3490048639"
"2024-11-29","42.6618160208","8.0394522253","7.4406309522","2.4","2.3465182894","0.66666666","0.5736002667","0.0904016856","0.0537193833","0.05","0.0042","0.0000104","0.021312048","0.0134333344","0.0071924","0.0023399149","0.003435","","","0.0000020056","0.0000019128","0","0","","64.374732499"
"2024-11-30","42.6618128375","8.0375507385","7.4406329333","2.4","2.3460806932","0.66666666","0.5736002667","0.0904016856","0.0284684189","0.05","0.0049","0.000006","0.021312048","0.0134433344","0.0017508","0.0000156798","0.00336","","","0.0000020061","0.0000019128","0","0","","64.3400060148"
"2024-12-01","42.6618502127","7.8654579201","7.4406241512","2.4","2.3441783283","0.6451612992","0.5736002667","0.0874855056","0.0298288974","0.05","0","1.0000084","0.021312","0.0130232256","0.0018448","0.0000111205","0.001836","","","0.0000015057","0.0000014349","0","0","","65.1362250679"
"2024-12-02","42.6618396926","7.8867007404","7.4406186541","2.4","2.3462859248","0.6451612992","0.5736002667","0.0874855056","0.2311590149","0.06","0","0.00001","0.0213120456","0.0130032256","0.0883322452","0.0070440629","0.003285","","","0.0000020066","0.0000019128","0","0","","64.465841597"
"2024-12-03","42.6619338666","7.8803978325","7.4406232119","2.4","2.345501635","0.6451612992","0.5736002667","0.0874855056","0.0488484254","0.05","0","0.000008","0.0213120456","0.0130132256","0.0221050793","0.0004581208","0.003375","","","0.0000015047","0.0000014349","0","0","","64.1938264538"
"2024-12-04","42.6618619277","7.8702019382","7.4406362054","2.4","2.3468825754","0.6451612992","0.5736002667","0.0874855056","0.0799304479","0.04","0","0.0000064","0.0213120456","0.0130132256","0.0197731028","0.0012919798","0.00336","","","0.0000020076","0.0000014349","0","0","","64.2045203624"
"2024-12-05","42.6618169959","7.8710406663","7.4406355848","2.4","2.3440480848","0.6451612992","0.5745856458","0.0874855056","0.0736241555","0.05","0","0.0000308","0.0213120456","0.0130232256","0.0126352172","0.0011188489","0.00342","","","0.0000015052","0.0000019128","0","0","","64.1999414932"
"2024-12-06","42.6618737746","7.8667081909","6.1861029556","2.4","2.3453546648","0.6451612992","0.5739542073","0.0874855056","0.038556255","0.05","0","0.0000096","0.0213120456","0.0130132256","0.0041728","0.0002700792","0.003225","","","0.0000020066","0.0000014349","0","0","","62.8972030449"
"2024-12-07","42.6510260976","7.8648859154","3.1202814148","2.4","2.3484890151","0.6451612992","0.5737139667","0.0874855056","0.0275488176","0.06","0","0.0000056","0.0213120456","0.0130032256","0.0017468","0.0000001801","0.0033","","","0.0000015057","0.0000019128","0","0","","59.8179633018"
"2024-12-08","42.6361342451","7.8648971093","3.1202810381","2.4","2.347323878","0.6451612992","0.5737139667","0.0874855056","0.0276996807","0.05","0","0.0000068","0.0213120456","0.0130132256","0.0017468","0.0000006789","0.003435","","","0.0000017591","0.0000014349","0","0","","59.7922144668"
"2024-12-09","42.661876821","8.6333184721","3.1202819399","2.4","2.343339245","0.6451612992","0.5737139667","0.0879904549","2.9614171507","0.04","0.0035","0.0000088","0.0213120456","0.0130932256","0.763372","0.3222207062","0.003705","","","0.0000015057","0.0000019128","0","0","","64.5943145454"
"2024-12-10","42.6618603376","9.7550201663","3.1202862451","2.4","2.3472662518","0.6451612992","0.573977262","0.0882208368","4.6320335882","0.05","0.0042","0.0000156","0.0213120456","0.0131232256","0.9440088","0.4017336002","0.00402","","","0.0000020076","0.0000014349","0","0","","67.6622427009"
"2024-12-11","42.6618527648","8.2963324293","3.1203332423","2.4","2.3468823482","0.6451612992","0.573713966","0.0882208368","0.3763230014","0.06","0.0035","0.0000048","0.0213120456","0.0130332256","0.0019","0.0000834119","0.001896","","","0.0000015057","0.0000019128","0","0","","60.6105527896"
"2024-12-12","42.6618239333","8.048474344","3.1203393548","2.4","2.3434837882","0.6451612992","0.573713966","0.0883816374","0.0679879189","0.05","0.0042","0.0000108","0.0213120456","0.0130232256","0.2646144355","0.0000284129","0.001116","","","0.0000017581","0.0000014349","0","0","","60.3036743544"
"2024-12-13","42.6618776457","7.866373246","3.1203413541","2.4","2.3452607224","0.6451612992","0.573713966","0.0884966976","0.0304757239","0.05","0.0049","0.0000048","0.0213120456","0.0130132256","0.0035076","0.0000253202","0.001104","","","0.0000017537","0.0000019128","0","0","","59.8255713128"
"2024-12-14","42.6618697508","7.8673998652","3.1203413965","2.4","2.3469969659","0.6451612992","0.573713966","0.0884966976","0.0304707986","0.05","0.0042","0.0000084","0.0213120456","0.0130132256","0.0035076","0.0000253344","0.001104","","","0.0000017591","0.0000014349","0","0","","59.8276245394"
"2024-12-15","42.6618285067","7.8666905046","3.1203411092","2.4","2.346819416","0.6451612992","0.573713966","0.0884966976","0.0305721178","0.05","0.0042","0.0000036","0.0213120456","0.0130132256","0.0035056","0.0000238344","0.001104","","","0.0000017542","0.0000019128","0","0","","59.8267895897"
"2024-12-16","42.6618593351","7.8711659325","3.1203409733","2.4","2.3470249096","0.6451612992","0.573955196","0.0884966976","0.0412309693","0.05","0.0042","0.0000084","0.0213120456","0.0130232256","0.0074772","0.0011389836","0.001116","","","0.0000020071","0.0000014349","0","0","","59.8475146094"
"2024-12-17","42.6618616167","7.8730875743","3.1203406487","2.4","2.3442863391","0.6451612992","0.573714573","0.0884966976","0.0300258313","0.07","0.0028","0.00002","0.0213120456","0.0130032256","0.0034788","0.00001568","0.001092","","","0.0000015057","0.0000019128","0","0","","59.8486997496"
"2024-12-18","42.6618918194","7.8681139854","3.1203437739","2.4","2.3480934358","0.6451612992","0.573714573","0.0884966976","0.0300429125","0.05","0.0042","0.0000108","0.0213120456","0.0130032256","0.0034788","0.00001418","0.001104","","","0.0000020076","0.0000014349","0","0","","59.8289849905"
"2024-12-19","42.6618763572","7.8722305361","3.1203437818","2.4","2.3430153994","0.6451612992","0.573714573","0.0884966976","0.0300432006","0.05","0.0042","0.0000172","0.0213120456","0.0130132256","0.0034768","0.0000141789","0.001092","","","0.0000015057","0.0000019128","0","0","","59.8280107135"
"2024-12-20","42.6618553932","7.9295956451","3.1203673048","2.4","2.3448169894","0.6451612992","0.573714573","0.08902904","0.0301335509","0.04","0.0042","0.0000068","0.0213120456","0.0130032256","0.0034772","0.00001568","0.00108","","","0.0000017542","0.0000014349","0","0","","59.8777719359"
"2024-12-21","42.6618828988","7.8688758519","3.1203840525","2.4","2.346736703","0.6451612992","0.5736002667","0.0892320744","0.0301102891","0.06","0.0049","0.000006","0.0213120456","0.0124755912","0.0034812","0.0000156786","0.001104","","","0.0000017591","0.0000014349","0","0","","59.839281145"
"2024-12-22","42.6618596887","7.8665258486","3.1202866507","2.4","2.3450385144","0.6451612992","0.5736002667","0.0892320744","0.0301387934","0.05","0.0035","0.000004","0.0213120456","0.0129932256","0.0034744","0.0000156786","0.001104","","","0.0000017542","0.0000014349","0","0","","59.824249675"
"2024-12-23","42.6618574473","7.8665498926","3.1202905125","2.4","2.346752113","0.6451612992","0.5736002667","0.0892320744","0.0300542147","0.05","0.0035","0.0000068","0.0213120456","0.0130232256","0.0034776","0.0000171786","0.001092","","","0.0000017591","0.0000014349","0","0","","59.8259298642"
"2024-12-24","42.6618874822","7.866940115","3.1202944601","2.4","2.3460817628","0.6451612992","0.5736002667","0.0892320744","0.0301023926","0.05","0.0042","0.0000036","0.0213120456","0.0124755912","0.0034768","0.0000156796","0.001104","","","0.0000017542","0.0000019128","0","0","","59.8258912364"
"2024-12-25","42.6618374654","7.8659835927","3.1202877773","2.4","2.343375986","0.6451612992","0.5736002667","0.0892320744","0.0300542026","0.06","0.0042","0.0000076","0.0213120456","0.0130032256","0.0034768","0.0000171796","0.001092","","","0.0000015057","0.0000014349","0","0","","59.8326444557"
"2024-12-26","42.6618701021","7.866590402","3.1203210197","2.4","2.349360643","0.6451612992","0.5736002667","0.0892320744","0.0301317186","0.04","0.0042","0.0000068","0.0213120456","0.0130032256","0.0034768","0.0000156796","0.001092","","","0.0000017542","0.0000019128","0","0","","59.8193777435"
"2024-12-27","42.6618822454","7.8679357186","3.1203251938","2.4","2.346227413","0.6451612992","0.5736002667","0.0892320744","0.0301400381","0.05","0.0042","0.0000124","0.0213120456","0.0129932256","0.0034768","0.0000156796","0.001092","","","0.0000017591","0.0000014349","0","0","","59.827609594"
"2024-12-28","42.6618554934","7.8674996896","3.1202310105","2.4","2.3440247592","0.6451612992","0.5736002667","0.0892320744","0.0301131975","0.05","0.0042","0.0000092","0.0213120456","0.0130032256","0.0034748","0.0000156796","0.00108","","","0.0000015057","0.0000014349","0","0","","59.8248156819"
"2024-12-29","42.6618678379","7.8661417479","3.1202304734","2.4","2.344799826","0.6451612992","0.5736002667","0.0892320744","0.030061273","0.06","0.0035","0.000006","0.0213120456","0.0130132256","0.0034808","0.0000141786","0.001104","","","0.0000017542","0.0000019128","0","0","","59.8335287153"
"2024-12-30","42.6618755087","7.865913424","3.120231167","2.4","2.3466489296","0.6451612992","0.5736002667","0.0892320744","0.0301888816","0.05","0.0042","0.0000068","0.0213120456","0.0129832256","0.0034748","0.0000141786","0.001104","","","0.0000017591","0.0000014349","0","0","","59.825949795"
"2024-12-31","42.6618258774","7.8664760729","3.1202307875","2.4","2.3479282156","0.6451612992","0.5736002667","0.0892320744","0.0300441882","0.05","0.0042","0.0000096","0.0213120456","0.0130032256","0.0034768","0.0000126786","0.001116","","","0.0000015057","0.0000019128","0","0","","59.8276325502"
"2025-01-01","42.6618854086","7.8720726029","3.1202306815","2.4","2.3449181883","0.6451612992","0.5736002667","0.0892320744","0.0300496136","0.06","0","1.0000124","0.021312","0.0130132256","0.0034568","0.0000001787","0.00066","","","0.0000017542","0.0000014349","0","0","","60.8356079286"
"2025-01-02","42.6618795616","7.8672133482","3.1202306527","2.4","2.3462252116","0.6451612992","0.5736002667","0.0892320744","0.0301065728","0.06","0","0.000018","0.021312","0.0124655912","0.0034768","0.0000001787","0.00108","","","0.0000015057","0.0000014349","0","0","","59.8320044977"
"2025-01-03","42.4867594667","7.8677902052","3.120228478","2.4","2.3450796581","0.6451612992","0.5736002667","0.0892320744","0.0299587642","0.05","0","0.0000064","0.0213120456","0.0129932256","0.0034748","0.0000001796","0.000756","","","0.0000015052","0.0000014349","0","0","","59.6463558034"
"2025-01-04","42.6618615474","7.8671382476","3.1202340897","2.4","2.3469501186","0.6451612992","0.5736002667","0.0892320744","0.0300437777","0.05","0","0.000006","0.0213120456","0.0129932256","0.0034728","0.0000001796","0.00108","","","0.0000017542","0.0000019128","0","0","","59.8230893391"
"2025-01-05","42.6618727512","7.8674856144","3.1202386208","2.4","2.3444509082","0.6451612992","0.5736002667","0.0892320744","0.0300165579","0.05","0","0.000008","0.0213120456","0.0130032256","0.0034748","0.0000001787","0.001092","","","0.0000017591","0.0000014349","0","0","","59.8209515367"
"2025-01-06","42.6617899615","7.8818100981","3.1202329721","2.4","2.3461156345","0.6451612992","0.5736052744","0.0896582873","0.0309537382","0.05","0","0.0000236","0.0213120456","0.0130032256","0.0036336","0.0000117398","0.00108","","","0.0000015057","0.0000014349","0","0","","59.8383944169"
"2025-01-07","42.6619591428","7.8792860377","3.1202309639","2.4","2.348657965","0.6451612992","0.5736002667","0.089967456","0.0300000353","0.05","0","0.00001","0.0213120456","0.0129932256","0.0034748","0.0000001787","0.00108","","","0.0000017537","0.0000014349","0","0","","59.8377366051"
"2025-01-08","42.6616255623","7.939521132","3.1202282869","2.4","2.3454272718","0.6451612992","0.5736007111","0.089967456","0.0303899082","0.06","0","0.0000216","0.0213120456","0.0130032256","0.0034756","0.0000001796","0.001068","","","0.0000015052","0.0000014349","0","0","","59.9048052184"
"2025-01-09","43.28736339","8.3904067495","3.1201091492","2.4","2.3457456118","0.6451612992","0.573607891","0.089967456","0.0301476076","0.05","0.0042","0.0000448","0.0213120456","0.0130382256","0.0034716","0.0000001796","0.001104","","","0.0000015057","0.0000019128","0","0","","60.9756834236"
"2025-01-10","42.6614481212","7.904343309","3.1200065286","2.4","2.3438793449","0.6451612992","0.5736220904","0.089967456","0.0300391981","0.04","0.0035","0.0000252","0.0213120456","0.0129932256","0.0034728","0.0000001787","0.00108","","","0.0000015057","0.0000014349","0","0","","59.8508537379"
"2025-01-11","42.6614751031","7.8664062656","3.1200063062","2.4","2.3461515062","0.6451612992","0.5736002667","0.089967456","0.0299650225","0.05","0.0042","0.0000036","0.0213120456","0.0130032256","0.0034748","0.0000001786","0.001092","","","0.0000017542","0.0000014349","0","0","","59.8258222644"
"2025-01-12","42.6614722655","7.8650044783","3.1200091653","2.4","2.3478349429","0.6451612992","0.5736002667","0.089967456","0.0300169802","0.06","0.0042","0.0000068","0.0213120456","0.0130032256","0.0034768","0.0000001786","0.001092","","","0.0000017591","0.0000019128","0","0","","59.8361615758"
"2025-01-13","42.6614486607","7.865209023","3.1200067527","2.4","2.3433058062","0.6451612992","0.5736049565","0.089967456","0.0300391984","0.05","0.0042","0.0000236","0.0213120456","0.0129932256","0.0034768","0.0000001796","0.001092","","","0.0000017542","0.0000014349","0","0","","59.8218441926"
"2025-01-14","42.6614744242","7.8663554913","3.1200064997","2.4","2.3474970228","0.6451612992","0.5736002667","0.089967456","0.0300400204","0.05","0.0042","0.00001","0.0213120456","0.0129832256","0.0034748","0.0000156786","0.00108","","","0.0000015052","0.0000014349","0","0","","59.8271811702"
"2025-01-15","42.963981735","8.1071877508","3.1200079494","2.4","2.3451542379","0.6451612992","0.5736002667","0.089967456","0.0299545961","0.04","0.0035","0.0000056","0.0213120456","0.0129832256","0.0034748","0.0000126796","0.00108","","","0.0000017586","0.0000014349","0","0","","60.3573868354"
"2025-01-16","43.0960038149","8.1291926736","3.1200098272","2.4","2.3453744764","0.6451612992","0.5736002667","0.089967456","0.0299378029","0.05","0.0049","0.0000088","0.0213120456","0.0130032256","0.0034728","0.0000141786","0.001092","","","0.0000015057","0.0000014349","0","0","","60.5230536073"
"2025-01-17","43.0960401342","8.1394884598","3.1200100038","2.4","2.3470587864","0.6451612992","0.5736002667","0.089967456","0.0299646118","0.06","0.0035","0.0000144","0.0213120456","0.0130032256","0.0034748","0.0000141796","0.001092","","","0.0000017542","0.0000014349","0","0","","60.5437048578"
"2025-01-18","43.096043328","8.1012221628","3.120012081","2.4","2.3418355426","0.6451612992","0.5736002667","0.089967456","0.0299604653","0.05","0.0042","0.000006","0.0213120456","0.0129932256","0.0034768","0.0000141796","0.00108","","","0.0000015057","0.0000014349","0","0","","60.490887793"
"2025-01-19","42.9209331344","8.1000179933","3.1200072167","2.4","2.3498943662","0.6451612992","0.5736002667","0.089967456","0.0300169807","0.06","0.0035","0.0000036","0.0213120456","0.0130032256","0.0034748","0.0000141786","0.00108","","","0.0000015057","0.0000019128","0","0","","60.3319899815"
"2025-01-20","43.0960445046","8.1005083138","3.1200084487","2.4","2.3443644357","0.6451612992","0.5736002667","0.089967456","0.0299541855","0.04","0.0035","0.0000132","0.0213120456","0.0129932256","0.0034748","0.0000141786","0.001092","","","0.0000015057","0.0000014349","0","0","","60.4820113006"
"2025-01-21","43.1098384914","8.1131363336","3.1200108092","2.4","2.343432303","0.6451612992","0.5736002667","0.089967456","0.0300454396","0.05","0.0042","0.0000084","0.0213120456","0.0130032256","0.0034768","0.0000141786","0.00108","","","0.0000017591","0.0000014349","0","0","","60.5182902425"
"2025-01-22","43.0962066488","8.103995382","3.1200110608","2.4","2.3492605428","0.6451612992","0.5736002667","0.089967456","0.0300492025","0.05","0.0035","0.0000068","0.0213120456","0.0129832256","0.0034728","0.0000141796","0.001041","","","0.0000017542","0.0000019128","0","0","","60.5005855766"
"2025-01-23","43.0962159255","8.1021615995","3.1200086621","2.4","2.3421365097","0.6451612992","0.5736002667","0.089967456","0.0299332066","0.06","0.0042","0.0000112","0.0213120456","0.0130032256","0.0034748","0.0000141796","0.001062","","","0.0000015057","0.0000014349","0","0","","60.5022653167"
"2025-01-24","43.0961857814","8.1140337565","3.1200066423","2.4","2.3467349498","0.6451612992","0.5736002667","0.089967456","0.0301359175","0.07","0.0042","0.0000096","0.0213120456","0.0130232256","0.0034788","0.0000171796","0.001116","","","0.0000015057","0.0000014349","0","0","","60.5289858608"
"2025-01-25","43.0961624627","8.149512183","3.1200064629","2.4","2.3459262192","0.6451612992","0.5736002667","0.089967456","0.0301032275","0.09","0.0049","0.0000032","0.0213120456","0.0130032256","0.0034796","0.0000141796","0.001092","","","0.0000015057","0.0000014349","0","0","","60.5842467686"
"2025-01-26","43.0962096171","8.1012902997","3.1200062459","2.4","2.344286123","0.6451612992","0.5736002667","0.089967456","0.030111998","0.11","0.0042","0.0000112","0.0213120456","0.0130032256","0.003478","0.0000156786","0.00108","","","0.0000020076","0.0000014349","0","0","","60.5537368979"
"2025-01-27","42.9211118162","8.1220015934","3.1200103846","2.4","2.3487679763","0.6451612992","0.5740942891","0.090437447","0.0383124403","0.09","0.0035","0.0000064","0.0213120456","0.0130132256","0.0054288","0.0005352117","0.001104","","","0.0000015057","0.0000019128","0","0","","60.3948003475"
"2025-01-28","43.0962288192","8.1064012411","3.1200095991","2.4","2.3459847344","0.6451612992","0.5738485584","0.0907028376","0.035424197","0.15","0.0035","0.0000092","0.0213120456","0.0130232256","0.0045164","0.0003000337","0.001104","","","0.0000017542","0.0000014349","0","0","","60.60752938"
"2025-01-29","43.0963984105","8.1142967753","3.1200095537","2.4","2.3457068828","0.6451612992","0.5736002667","0.0907028376","0.0314649306","0.09","0.0042","0.0000036","0.0213120456","0.0130132256","0.0035092","0.0000245388","0.001116","","","0.0000015096","0.0000014349","0","0","","60.5505225109"
"2025-01-30","43.1118878465","8.1032549654","3.1200062616","2.4","2.3441814029","0.6451612992","0.5736002667","0.0907028376","0.0401584824","0.1","0.0042","0.000004","0.0213120456","0.0129932256","0.0034932","0.0000197703","0.001092","","","0.0000020076","0.0000014349","0","0","","60.5720710463"
"2025-01-31","43.096183873","8.1036292235","3.1200064608","2.4","2.3462540227","0.6451612992","0.5736002667","0.0907028376","0.0438948042","0.09","0.0042","0.0000108","0.0213120456","0.0129932256","0.0034912","0.0000197638","0.001104","","","0.0000015057","0.0000014349","0","0","","60.5525667633"
